accession	serotype	segment	Organism_Name	Host	Collection_Date
OP717626.1	G2	VP7	"OP717626.1 |Rotavirus A strain RVA/Human-wt/MWI/BID237/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717605.1	G2	VP7	"OP717605.1 |Rotavirus A strain RVA/Human-wt/MWI/BID253/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717606.1	G2	VP7	"OP717606.1 |Rotavirus A strain RVA/Human-wt/MWI/BID257/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717638.1	G2	VP7	"OP717638.1 |Rotavirus A strain RVA/Human-wt/MWI/BID25P/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717639.1	G2	VP7	"OP717639.1 |Rotavirus A strain RVA/Human-wt/MWI/BID25S/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717644.1	G2	VP7	"OP717644.1 |Rotavirus A strain RVA/Human-wt/MWI/BID25Y/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717607.1	G2	VP7	"OP717607.1 |Rotavirus A strain RVA/Human-wt/MWI/BID27S/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717621.1	G2	VP7	"OP717621.1 |Rotavirus A strain RVA/Human-wt/MWI/BID283/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717608.1	G2	VP7	"OP717608.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2AB/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717609.1	G2	VP7	"OP717609.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2B8/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717616.1	G2	VP7	"OP717616.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2B9/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717617.1	G2	VP7	"OP717617.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2BA/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717610.1	G2	VP7	"OP717610.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2BL/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717611.1	G2	VP7	"OP717611.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2D8/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717618.1	G2	VP7	"OP717618.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2DG/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717612.1	G2	VP7	"OP717612.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2FW/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717613.1	G2	VP7	"OP717613.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2IJ/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717640.1	G2	VP7	"OP717640.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2JW/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717627.1	G2	VP7	"OP717627.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2K6/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717641.1	G2	VP7	"OP717641.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2K9/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717628.1	G2	VP7	"OP717628.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2KQ/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717629.1	G2	VP7	"OP717629.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2LB/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717630.1	G2	VP7	"OP717630.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2ML/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717631.1	G2	VP7	"OP717631.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2NL/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717642.1	G2	VP7	"OP717642.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2NZ/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717614.1	G2	VP7	"OP717614.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2PE/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717619.1	G2	VP7	"OP717619.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2PF/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717632.1	G2	VP7	"OP717632.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2Q5/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717633.1	G2	VP7	"OP717633.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2QF/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717634.1	G2	VP7	"OP717634.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2QQ/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717635.1	G2	VP7	"OP717635.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2QX/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717636.1	G2	VP7	"OP717636.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2R1/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717637.1	G2	VP7	"OP717637.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2VF/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717645.1	G2	VP7	"OP717645.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY14X/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717650.1	G2	VP7	"OP717650.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY167/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717646.1	G2	VP7	"OP717646.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY16A/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717647.1	G2	VP7	"OP717647.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY177/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717651.1	G2	VP7	"OP717651.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY179/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717652.1	G2	VP7	"OP717652.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY17I/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717648.1	G2	VP7	"OP717648.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY184/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717655.1	G2	VP7	"OP717655.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1CV/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717653.1	G2	VP7	"OP717653.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1DG/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717649.1	G2	VP7	"OP717649.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1DP/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717656.1	G2	VP7	"OP717656.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1FD/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717657.1	G2	VP7	"OP717657.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1GK/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717658.1	G2	VP7	"OP717658.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1H3/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717659.1	G2	VP7	"OP717659.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1HR/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717660.1	G2	VP7	"OP717660.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1HT/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717654.1	G2	VP7	"OP717654.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1IJ/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717661.1	G2	VP7	"OP717661.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1K4/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717662.1	G2	VP7	"OP717662.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1K6/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717663.1	G2	VP7	"OP717663.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1LD/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717664.1	G2	VP7	"OP717664.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1LN/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717665.1	G2	VP7	"OP717665.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1LQ/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717666.1	G2	VP7	"OP717666.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1MB/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717667.1	G2	VP7	"OP717667.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1NG/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717668.1	G2	VP7	"OP717668.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1NY/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717669.1	G2	VP7	"OP717669.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1QZ/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717670.1	G2	VP7	"OP717670.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1RS/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717671.1	G2	VP7	"OP717671.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1SV/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717672.1	G2	VP7	"OP717672.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1SX/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717673.1	G2	VP7	"OP717673.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1TC/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717674.1	G2	VP7	"OP717674.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1VC/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717675.1	G2	VP7	"OP717675.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1VP/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717676.1	G2	VP7	"OP717676.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1WV/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717677.1	G2	VP7	"OP717677.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1YD/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717678.1	G2	VP7	"OP717678.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1YN/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717679.1	G2	VP7	"OP717679.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1Z4/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717680.1	G2	VP7	"OP717680.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY202/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717681.1	G2	VP7	"OP717681.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY217/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717682.1	G2	VP7	"OP717682.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY220/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717683.1	G2	VP7	"OP717683.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY231/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717684.1	G2	VP7	"OP717684.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY23A/2017/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717685.1	G2	VP7	"OP717685.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY27R/2018/G2P[4] segment 9, complete sequence"	Homo sapiens	
KU714449.1	G1	VP7	"KU714449.1 |Rotavirus A strain RVA/Human-wt/MWI/MW2-181_A/2000/G1P[8] segment 9, complete sequence"	Homo sapiens	
KU714460.1	G1	VP7	"KU714460.1 |Rotavirus A strain RVA/Human-wt/MWI/MW2-181_B/2000/G1P[8] segment 9, complete sequence"	Homo sapiens	
OP717586.1	G2	VP7	"OP717586.1 |Rotavirus A strain RVA/Human-wt/MWI/MW5-039/2008/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717587.1	G2	VP7	"OP717587.1 |Rotavirus A strain RVA/Human-wt/MWI/MW5-048/2008/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717588.1	G2	VP7	"OP717588.1 |Rotavirus A strain RVA/Human-wt/MWI/MW5-064/2008/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717589.1	G2	VP7	"OP717589.1 |Rotavirus A strain RVA/Human-wt/MWI/OP5-009/2008/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717590.1	G2	VP7	"OP717590.1 |Rotavirus A strain RVA/Human-wt/MWI/OP5-275/2009/G2P[4] segment 9, complete sequence"	Homo sapiens	
KX655489.1	G12	VP7	"KX655489.1 |Rotavirus A strain RVA/Human-wt/UGA/KTV-13-023/2013/G12P[6] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX655511.1	G9	VP7	"KX655511.1 |Rotavirus A strain RVA/Human-wt/UGA/MSK-13-048/2013/G9P[8] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX632314.1	G9	VP7	"KX632314.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-093/2012/G9P[8] segment 9, complete sequence"	Homo sapiens	
KX632336.1	G3	VP7	"KX632336.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-104/2012/G3P[6] segment 9, complete sequence"	Homo sapiens	
KX655478.1	G3	VP7	"KX655478.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-117/2012/G3P[6] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX632303.1	G9	VP7	"KX632303.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-147/2012/G9P[8] segment 9, complete sequence"	Homo sapiens	
KX632347.1	G1	VP7	"KX632347.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-157/2013/G1P[8] segment 9, complete sequence"	Homo sapiens	
KX632292.1	G9	VP7	"KX632292.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-163/2013/G9P[8] segment 9, complete sequence"	Homo sapiens	
KX632281.1	G3	VP7	"KX632281.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-166/2013/G3P[6] segment 9, complete sequence"	Homo sapiens	
KX655444.1	G3	VP7	"KX655444.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-171/2013/G3P[6] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX655445.1	G3	VP7	"KX655445.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-171/2013/G3P[6] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX632270.1	G12	VP7	"KX632270.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-183/2013/G12P[6] segment 9, complete sequence"	Homo sapiens	
KX655456.1	G8	VP7	"KX655456.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-204/2013/G8P[6] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX632325.1	G9	VP7	"KX632325.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-285/2013/G9P[8] segment 9, complete sequence"	Homo sapiens	
KX655522.1	G8	VP7	"KX655522.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-427/2013/G8P[4] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX655467.1	G8	VP7	"KX655467.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-496/2013/G8P[4] VP7 (VP7) mRNA, complete cds"	Homo sapiens	
KX632248.1	G9	VP7	"KX632248.1 |Rotavirus A strain RVA/Human-wt/UGA/NSA-13-043/2013/G9P[8] segment 9, complete sequence"	Homo sapiens	
JN013998.1	G9	VP7	"JN013998.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P[8] isolate 2371WCVP7A segment 9, complete sequence"	Homo sapiens	
JN014000.1	G9	VP7	"JN014000.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P[8] isolate 2371WCVP7C segment 9, complete sequence"	Homo sapiens	
JN014001.1	G9	VP7	"JN014001.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P[8] isolate 2371WCVP7D segment 9, complete sequence"	Homo sapiens	
HQ657154.1	G12	VP7	"HQ657154.1 |Rotavirus A strain RVA/Human-wt/ZAF/3133WC/2009/G12P[4] segment 9, complete sequence"	Homo sapiens	
HQ657165.1	G12	VP7	"HQ657165.1 |Rotavirus A strain RVA/Human-wt/ZAF/3176WC/2009/G12P[6] segment 9, complete sequence"	Homo sapiens	
OP255986.1	G9	VP7	"OP255986.1 |Rotavirus A strain RVA_RIVM_R04-10/Hu/NL/2018_seg9_gt-G9 segment 9, complete sequence"	Homo sapiens	
OP903155.1	G9	VP7	"OP903155.1 |Rotavirus A strain WI61 segment 9, complete sequence"	Homo sapiens	
X0E3YHTOBF1.1	G1	VP7	"X0E3YHTOBF1.1 |G1-RVA/Human-tc/USA/Wa/1974/G1P8 segment VP7, complete sequence"		
2XMYUQMCXI3.1	G1	VP7	"2XMYUQMCXI3.1 |G1-RVA/Human-tc/JPN/KU/1974/G1P8 segment VP7, complete sequence"		
MT1ISTDL7D5.1	G1	VP7	"MT1ISTDL7D5.1 |G1-RVA/Human-wt/BGD/Dhaka16/2003/G1P8 segment VP7, complete sequence"		
GC1375YBXV8.1	G1	VP7	"GC1375YBXV8.1 |G1-RVA/Human-tc/USA/D/1974/G1P8 segment VP7, complete sequence"		
UOV6QQFW7QZ.1	G2	VP7	"UOV6QQFW7QZ.1 |G2-RVA/Human-tc/USA/DS-1/1976/G2P4 segment VP7, complete sequence"		
SZBL6PO48WG.1	G2	VP7	"SZBL6PO48WG.1 |G2-RVA/Human-wt/CHN/TB-Chen/1996/G2P4 segment VP7, complete sequence"		
BCY84XCT2RB.1	G3	VP7	"BCY84XCT2RB.1 |G3-RVA/Simian-tc/ZAF/SA11-H96/1958/G3P2 segment VP7, complete sequence"		
MTTGXJJ35T9.1	G3	VP7	"MTTGXJJ35T9.1 |G3-RVA/Rabbit-tc/ITA/30-96/1996/G3P14 segment VP7, complete sequence"		
E3VJRQFN14W.1	G3	VP7	"E3VJRQFN14W.1 |G3-RVA/Human-tc/USA/P/1974/G3P8 segment VP7, complete sequence"		
LHMMZ9OK5X5.1	G3	VP7	"LHMMZ9OK5X5.1 |G3-RVA/Human-tc/JPN/AU-1/1982/G3P9 segment VP7, complete sequence"		
VZ3XCG2XB56.1	G3	VP7	"VZ3XCG2XB56.1 |G3-RVA/Human-wt/BEL/B4106/2000/G3P14 segment VP7, complete sequence"		
66K0N0GF90S.1	G3	VP7	"66K0N0GF90S.1 |G3-RVA/Pig-tc/VEN/A131/1988/G3P7 segment VP7, complete sequence"		
MWFBN26C7OB.1	G4	VP7	"MWFBN26C7OB.1 |G4-RVA/Pig-tc/USA/Gottfried/1983/G4P6 segment VP7, complete sequence"		
RHDNSXVSWT1.1	G4	VP7	"RHDNSXVSWT1.1 |G4-RVA/Human-tc/GBR/ST3/1975/G4P6 segment VP7, complete sequence"		
MB393AAY4GA.1	G5	VP7	"MB393AAY4GA.1 |G5-RVA/Pig-tc/USA/OSU/1977/G5P7 segment VP7, complete sequence"		
JEJJGBHITJL.1	G5	VP7	"JEJJGBHITJL.1 |G5-RVA/Human-tc/BRA/IAL28/1992/G5P8 segment VP7, complete sequence"		
44JR659O270.1	G6	VP7	"44JR659O270.1 |G6-RVA/Human-wt/HUN/BP1879/2003/G6P14 segment VP7, complete sequence"		
4EZ6R4E399H.1	G6	VP7	"4EZ6R4E399H.1 |G6-RVA/Cow-tc/FRA/RF/1982/G6P1 segment VP7, complete sequence"		
CD7B8GWV35R.1	G6	VP7	"CD7B8GWV35R.1 |G6-RVA/Cow-tc/GBR/UK/1973/G6P5 segment VP7, complete sequence"		
YZRMXSLKMJY.1	G6	VP7	"YZRMXSLKMJY.1 |G6-RVA/Cow-tc/USA/WC3/1981/G6P5 segment VP7, complete sequence"		
36UAMDIUDNJ.1	G6	VP7	"36UAMDIUDNJ.1 |G6-RVA/Human-wt/BEL/B1711/2002/G6P6 segment VP7, complete sequence"		
W6E8IV127DJ.1	G6	VP7	"W6E8IV127DJ.1 |G6-RVA/Human-tc/USA/Se584/1998/G6P9 segment VP7, complete sequence"		
DH9LYD6CV01.1	G6	VP7	"DH9LYD6CV01.1 |G6-RVA/Human-wt/HUN/Hun5/1997/G6P14 segment VP7, complete sequence"		
BTB7VV1QWTY.1	G6	VP7	"BTB7VV1QWTY.1 |G6-RVA/Human-tc/AUS/MG6/1993/G6P14 segment VP7, complete sequence"		
RZ56O7OBTAC.1	G6	VP7	"RZ56O7OBTAC.1 |G6-RVA/Human-tc/ITA/PA169/1988/G6P14 segment VP7, complete sequence"		
MYTPAYHW2TB.1	G6	VP7	"MYTPAYHW2TB.1 |G6-RVA/Human-wt/ITA/111-05-27/2005/G6P14 segment VP7, complete sequence"		
T44LQZVT5RS.1	G6	VP7	"T44LQZVT5RS.1 |G6-RVA/Human-wt/BEL/B10925/1997/G6P14 segment VP7, complete sequence"		
C2KVP7OC7NB.1	G7	VP7	"C2KVP7OC7NB.1 |G7-RVA/Turkey-tc/IRL/Ty-1/1979/G17P17 segment VP7, complete sequence"		
PVAHEJRN27Q.1	G8	VP7	"PVAHEJRN27Q.1 |G8-RVA/Human-wt/COD/DRC86/2003/G8P6 segment VP7, complete sequence"		
LAAMLOGIMK9.1	G8	VP7	"LAAMLOGIMK9.1 |G8-RVA/Sheep-tc/ESP/OVR762/2002/G8P14 segment VP7, complete sequence"		
9B25OCTXV8J.1	G8	VP7	"9B25OCTXV8J.1 |G8-RVA/Human-wt/HUN/BP1062/2004/G8P14 segment VP7, complete sequence"		
ZWLS2TIZKFU.1	G8	VP7	"ZWLS2TIZKFU.1 |G8-RVA/Guanaco-wt/ARG/Rio_Negro/1998/G8P1 segment VP7, complete sequence"		
FV98JX4GK5I.1	G8	VP7	"FV98JX4GK5I.1 |G8-RVA/Human-wt/COD/DRC88/2003/G8P8 segment VP7, complete sequence"		
DE969EB8UQJ.1	G8	VP7	"DE969EB8UQJ.1 |G8-RVA/Human-tc/IND/69M/1980/G8P10 segment VP7, complete sequence"		
ZXPPE2COE34.1	G9	VP7	"ZXPPE2COE34.1 |G9-RVA/Human-tc/USA/WI61/1983/G9P8 segment VP7, complete sequence"		
S0UWCL0MBCO.1	G9	VP7	"S0UWCL0MBCO.1 |G9-RVA/Human-wt/BEL/B3458/2003/G9P8 segment VP7, complete sequence"		
L6AFXX9XV52.1	G10	VP7	"L6AFXX9XV52.1 |G10-RVA/Human-tc/GBR/A64/1987/G10P14 segment VP7, complete sequence"		
NIE985VHYIT.1	G11	VP7	"NIE985VHYIT.1 |G11-RVA/Human-wt/BGD/Dhaka6/2001/G11P25 segment VP7, complete sequence"		
CD4L0IR69BE.1	G11	VP7	"CD4L0IR69BE.1 |G11-RVA/Pig-tc/VEN/A253/1988/G11P7 segment VP7, complete sequence"		
E8R3YF7P64T.1	G11	VP7	"E8R3YF7P64T.1 |G11-RVA/Pig-tc/MEX/YM/1983/G11P7 segment VP7, complete sequence"		
DKEIJ6FAXZH.1	G11	VP7	"DKEIJ6FAXZH.1 |G11-RVA/Human-wt/NPL/KTM368/2004/G11P25 segment VP7, complete sequence"		
9NTCBXIYBWI.1	G12	VP7	"9NTCBXIYBWI.1 |G12-RVA/Human-tc/PHL/L26/1987/G12P4 segment VP7, complete sequence"		
XWIX9I3SKEY.1	G12	VP7	"XWIX9I3SKEY.1 |G12-RVA/Human-wt/BGD/Dhaka12/2003/G12P6 segment VP7, complete sequence"		
MIU91NMVXE5.1	G12	VP7	"MIU91NMVXE5.1 |G12-RVA/Human-wt/BGD/Matlab13/2003/G12P6 segment VP7, complete sequence"		
OD94FLGRRFR.1	G12	VP7	"OD94FLGRRFR.1 |G12-RVA/Human-wt/BGD/N26/2002/G12P6 segment VP7, complete sequence"		
JUITJ4JP32S.1	G12	VP7	"JUITJ4JP32S.1 |G12-RVA/Human-wt/BGD/RV176/2000/G12P6 segment VP7, complete sequence"		
3S5H721RAER.1	G12	VP7	"3S5H721RAER.1 |G12-RVA/Human-wt/BGD/RV161/2000/G12P6 segment VP7, complete sequence"		
IGO97LKTXOQ.1	G12	VP7	"IGO97LKTXOQ.1 |G12-RVA/Human-wt/BEL/B4633/2003/G12P8 segment VP7, complete sequence"		
FUCPCMP10ES.1	G12	VP7	"FUCPCMP10ES.1 |G12-RVA/Human-wt/BGD/Dhaka25/2002/G12P8 segment VP7, complete sequence"		
GVARJ253F12.1	G12	VP7	"GVARJ253F12.1 |G12-RVA/Human-tc/THA/T152/1998/G12P9 segment VP7, complete sequence"		
0U0N5JTLWGN.1	G13	VP7	"0U0N5JTLWGN.1 |G13-RVA/Horse-tc/GBR/L338/1991/G13P18 segment VP7, complete sequence"		
YE2GP4PE7MM.1	G14	VP7	"YE2GP4PE7MM.1 |G14-RVA/HORSE-TC/USA/FI23/1981/G14P12 segment VP7, complete sequence"		
XM2L8W5A71W.1	G14	VP7	"XM2L8W5A71W.1 |G14-RVA/Horse-tc/JPN/JE91/1996/G14PX segment VP7, complete sequence"		
J6RNSEIQZ93.1	G15	VP7	"J6RNSEIQZ93.1 |G15-RVA/Cow-tc/IND/Hg18/1995/G15P21 segment VP7, complete sequence"		
8UAEVQD7T6C.1	G15	VP7	"8UAEVQD7T6C.1 |G15-RVA/Cow-wt/ARG/B383/1998/G15P11 segment VP7, complete sequence"		
3S6A1G2G244.1	G16	VP7	"3S6A1G2G244.1 |G16-RVA/Mouse-tc/USA/EW/XXXX/G16P16 segment VP7, complete sequence"		
QLKG24OU3AL.1	G16	VP7	"QLKG24OU3AL.1 |G16-RVA/Mouse-tc/XXX/EMcN/XXXX/G16P16 segment VP7, complete sequence"		
KHBRCO3GNU9.1	G17	VP7	"KHBRCO3GNU9.1 |G17-RVA/Turkey-tc/IRL/Ty-1/1979/G17P17 segment VP7, complete sequence"		
48QRFF5AXEK.1	G18	VP7	"48QRFF5AXEK.1 |G18-RVA/Pigeon-tc/JPN/PO-13/1983/G18P17 segment VP7, complete sequence"		
IQDFDX7R70H.1	G18	VP7	"IQDFDX7R70H.1 |G18-993-83 segment VP7, complete sequence"		
KW781UT8MG3.1	G19	VP7	"KW781UT8MG3.1 |G19-RVA/Avian-xx/XXX/Ch-1/XXXX/G19P17 segment VP7, complete sequence"		
S5IVMO3CRYD.1	G20	VP7	"S5IVMO3CRYD.1 |G20-RVA/Human-wt/ECU/Ecu534/2006/G20P28 segment VP7, complete sequence"		
ON988161.1	G42	VP7	"ON988161.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS11-0893/2010/G42P[58] segment VP7, complete sequence"	Sorex araneus	2010
MW752846.1	G37	VP7	"MW752846.1 |Rotavirus A isolate MN41364-2018-G37P-52 segment 9, complete sequence"	Bos taurus	2018-09
MZ054772.1	G39	VP7	"MZ054772.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS14-269/2014/G39P[55] segment 9 segment VP7, complete sequence"	Sorex araneus	2014
