accession	serotype	segment	Organism_Name	Host	Collection_Date
JX195088.1	P8	VP4	"JX195088.1 |Rotavirus A RVA/Human-wt/ITA/JES11/2010/G9P8 segment 4, complete sequence"		
OK349181.1	P8	VP4	"OK349181.1 |Rotavirus A isolate RVA/Human-wt/CHN/GZ-0005/2021/G8P8 segment 4, complete sequence"		
OK349192.1	P8	VP4	"OK349192.1 |Rotavirus A isolate RVA/Human-wt/CHN/GZ-0013/2021/G8P8 segment 4, complete sequence"		
JX406750.2	P8	VP4	"JX406750.2 |Rotavirus A strain Human-tc/USA/Wa/1974/G1P8 segment 4, complete sequence"		
OL906390.1	P8	VP4	"OL906390.1 |Rotavirus A strain RM251122016 segment 4, complete sequence"		
OP937298.1	P6	VP4	"OP937298.1 |Rotavirus A strain RVA/AUS/Human-tc/RV3/1993/G3P6 segment 4, complete sequence"		
DQ005122.1	P6	VP4	"DQ005122.1 |Rotavirus A strain RVA/Human-wt/COD/DRC86/2003/G8P6 segment 4, complete sequence"		
DQ005111.1	P8	VP4	"DQ005111.1 |Rotavirus A strain RVA/Human-wt/COD/DRC88/2003/G8P8 segment 4, complete sequence"		
KJ870903.1	P6	VP4	"KJ870903.1 |Rotavirus A strain RVA/Human-wt/COD/KisB332/2008/G4P6 segment 4, complete sequence"		
KJ870925.1	P6	VP4	"KJ870925.1 |Rotavirus A strain RVA/Human-wt/COD/KisB504/2009/G1P6 segment 4, complete sequence"		
KJ870914.1	P6	VP4	"KJ870914.1 |Rotavirus A strain RVA/Human-wt/COD/KisB521/2008/G12P6 segment 4, complete sequence"		
KJ870892.1	P6	VP4	"KJ870892.1 |Rotavirus A strain RVA/Human-wt/COD/KisB554/2010/G8P6 segment 4, complete sequence"		
KJ870881.1	P6	VP4	"KJ870881.1 |Rotavirus A strain RVA/Human-wt/COD/KisB565/2010/G8P6 segment 4, complete sequence"		
MH171354.1	P8	VP4	"MH171354.1 |Rotavirus A strain RVA/Human-wt/ESP/SS257451/2012/G12P8 segment 4, complete sequence"		
MH171361.1	P8	VP4	"MH171361.1 |Rotavirus A strain RVA/Human-wt/ESP/SS450652/2010/G12P8 segment 4, complete sequence"		
MH171362.1	P8	VP4	"MH171362.1 |Rotavirus A strain RVA/Human-wt/ESP/SS453194/2010/G12P8 segment 4, complete sequence"		
MH171363.1	P8	VP4	"MH171363.1 |Rotavirus A strain RVA/Human-wt/ESP/SS454877/2011/G1P8 segment 4, complete sequence"		
MH171364.1	P8	VP4	"MH171364.1 |Rotavirus A strain RVA/Human-wt/ESP/SS455348/2011/G1P8 segment 4, complete sequence"		
MH171355.1	P8	VP4	"MH171355.1 |Rotavirus A strain RVA/Human-wt/ESP/SS62237307/2015/G12P8 segment 4, complete sequence"		
MH171356.1	P8	VP4	"MH171356.1 |Rotavirus A strain RVA/Human-wt/ESP/SS62505693/2013/G12P8 segment 4, complete sequence"		
MH171369.1	P8	VP4	"MH171369.1 |Rotavirus A strain RVA/Human-wt/ESP/SS64751571/2016/G12P8 segment 4, complete sequence"		
MH171368.1	P8	VP4	"MH171368.1 |Rotavirus A strain RVA/Human-wt/ESP/SS65029001/2016/G12P8 segment 4, complete sequence"		
MH171357.1	P8	VP4	"MH171357.1 |Rotavirus A strain RVA/Human-wt/ESP/SS65130987/2015/G12P8 segment 4, complete sequence"		
MH171358.1	P8	VP4	"MH171358.1 |Rotavirus A strain RVA/Human-wt/ESP/SS66106040/2014/G12P8 segment 4, complete sequence"		
MH171359.1	P8	VP4	"MH171359.1 |Rotavirus A strain RVA/Human-wt/ESP/SS66209011/2013/G12P8 segment 4, complete sequence"		
MH171367.1	P8	VP4	"MH171367.1 |Rotavirus A strain RVA/Human-wt/ESP/SS68016975/2016/G12P8 segment 4, complete sequence"		
MH171360.1	P8	VP4	"MH171360.1 |Rotavirus A strain RVA/Human-wt/ESP/SS68923753/2014/G12P8 segment 4, complete sequence"		
MH171366.1	P8	VP4	"MH171366.1 |Rotavirus A strain RVA/Human-wt/ESP/SS98259160/2016/G12P8 segment 4, complete sequence"		
MH171365.1	P8	VP4	"MH171365.1 |Rotavirus A strain RVA/Human-wt/ESP/VI4816626/2012/G12P8 segment 4, complete sequence"		
KU870388.1	P8	VP4	"KU870388.1 |Rotavirus A strain RVA/Human-wt/HUN/ERN8148/2015/G3P8 segment 4, complete sequence"		
KU870399.1	P8	VP4	"KU870399.1 |Rotavirus A strain RVA/Human-wt/HUN/ERN8187/2015/G3P8 segment 4, complete sequence"		
KU870410.1	P8	VP4	"KU870410.1 |Rotavirus A strain RVA/Human-wt/HUN/ERN8263/2015/G3P8 segment 4, complete sequence"		
MH704724.1	P8	VP4	"MH704724.1 |Rotavirus A strain RVA/Human-wt/IDN/D006389b/2014/G3P8 segment 4, complete sequence"		
MH704725.1	P8	VP4	"MH704725.1 |Rotavirus A strain RVA/Human-wt/IDN/D009617g/2015/G3P8 segment 4, complete sequence"		
PP848567.1	P6	VP4	"PP848567.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1347/2016/G9P6 segment 4, complete sequence"		
PP848561.1	P6	VP4	"PP848561.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1357/2016/G9P6 segment 4, complete sequence"		
PP848562.1	P6	VP4	"PP848562.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1359/2016/G9P6 segment 4, complete sequence"		
PP848563.1	P6	VP4	"PP848563.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1369/2017/G9P6 segment 4, complete sequence"		
PP848564.1	P6	VP4	"PP848564.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1371/2017/G9P6 segment 4, complete sequence"		
PP848579.1	P8	VP4	"PP848579.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1556/2017/G1P8 segment 4, complete sequence"		
PP848565.1	P6	VP4	"PP848565.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1597/2017/G9P6 segment 4, complete sequence"		
PP848778.1	P4	VP4	"PP848778.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1604/2017/G9P4 segment 4, complete sequence"		
PP848569.1	P4	VP4	"PP848569.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1855/2017/G9P4 segment 4, complete sequence"		
PP848580.1	P8	VP4	"PP848580.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM0408/2015/G1P8 segment 4, complete sequence"		
PP848570.1	P4	VP4	"PP848570.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM0492/2015/G2P4 segment 4, complete sequence"		
PP848574.1	P4	VP4	"PP848574.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1696/2017/G3P4 segment 4, complete sequence"		
PP848573.1	P4	VP4	"PP848573.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1768/2017/G3P4 segment 4, complete sequence"		
PP848566.1	P6	VP4	"PP848566.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1782/2017/G9P6 segment 4, complete sequence"		
PP848572.1	P4	VP4	"PP848572.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1856/2018/G3P4 segment 4, complete sequence"		
PP848577.1	P8	VP4	"PP848577.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM2122/2018/G3P8 segment 4, complete sequence"		
PP848575.1	P4	VP4	"PP848575.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM1235/2016/G3P4 segment 4, complete sequence"		
PP848568.1	P6	VP4	"PP848568.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM1883/2018/G9P6 segment 4, complete sequence"		
PP848578.1	P8	VP4	"PP848578.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM2025/2017/G3P8 segment 4, complete sequence"		
PP848576.1	P8	VP4	"PP848576.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM2187/2018/G3P8 segment 4, complete sequence"		
PP848571.1	P4	VP4	"PP848571.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGQ1141/2016/G2P4 segment 4, complete sequence"		
HQ657141.1	P4	VP4	"HQ657141.1 |Rotavirus A strain RVA/Human-wt/MWI/1473/2001/G8P4 segment 4, complete sequence"		
OP717396.1	P4	VP4	"OP717396.1 |Rotavirus A strain RVA/Human-wt/MWI/BID11I/2012/G2P4 segment 4, complete sequence"		
OP717397.1	P4	VP4	"OP717397.1 |Rotavirus A strain RVA/Human-wt/MWI/BID14S/2012/G2P4 segment 4, complete sequence"		
OP717391.1	P4	VP4	"OP717391.1 |Rotavirus A strain RVA/Human-wt/MWI/BID155/2012/G2P4 segment 4, complete sequence"		
OP717392.1	P4	VP4	"OP717392.1 |Rotavirus A strain RVA/Human-wt/MWI/BID156/2012/G2P4 segment 4, complete sequence"		
OP717393.1	P4	VP4	"OP717393.1 |Rotavirus A strain RVA/Human-wt/MWI/BID157/2012/G2P4 segment 4, complete sequence"		
OP717394.1	P4	VP4	"OP717394.1 |Rotavirus A strain RVA/Human-wt/MWI/BID15B/2012/G2P4 segment 4, complete sequence"		
OP717395.1	P4	VP4	"OP717395.1 |Rotavirus A strain RVA/Human-wt/MWI/BID175/2012/G2P4 segment 4, complete sequence"		
OP717420.1	P8	VP4	"OP717420.1 |Rotavirus A strain RVA/Human-wt/MWI/BID17S/2013/G1P8 segment 4, complete sequence"		
OP717398.1	P4	VP4	"OP717398.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1BS/2012/G2P4 segment 4, complete sequence"		
OP717399.1	P4	VP4	"OP717399.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1CQ/2012/G2P4 segment 4, complete sequence"		
OP717400.1	P4	VP4	"OP717400.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1E1/2012/G2P4 segment 4, complete sequence"		
OP717401.1	P4	VP4	"OP717401.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1G8/2012/G2P4 segment 4, complete sequence"		
OP717402.1	P4	VP4	"OP717402.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1GF/2012/G2P4 segment 4, complete sequence"		
OP717403.1	P4	VP4	"OP717403.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1HR/2012/G2P4 segment 4, complete sequence"		
OP717404.1	P4	VP4	"OP717404.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1PP/2013/G2P4 segment 4, complete sequence"		
OP717415.1	P4	VP4	"OP717415.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1SD/2013/G2P4 segment 4, complete sequence"		
OP717422.1	P4	VP4	"OP717422.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1VD/2014/G2P4 segment 4, complete sequence"		
OP717423.1	P4	VP4	"OP717423.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1VI/2014/G2P4 segment 4, complete sequence"		
OP717424.1	P4	VP4	"OP717424.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1ZJ/2014/G2P4 segment 4, complete sequence"		
OP717443.1	P4	VP4	"OP717443.1 |Rotavirus A strain RVA/Human-wt/MWI/BID208/2014/G2P4 segment 4, complete sequence"		
OP717425.1	P4	VP4	"OP717425.1 |Rotavirus A strain RVA/Human-wt/MWI/BID22C/2014/G2P4 segment 4, complete sequence"		
OP717426.1	P4	VP4	"OP717426.1 |Rotavirus A strain RVA/Human-wt/MWI/BID237/2014/G2P4 segment 4, complete sequence"		
OP717405.1	P4	VP4	"OP717405.1 |Rotavirus A strain RVA/Human-wt/MWI/BID253/2013/G2P4 segment 4, complete sequence"		
OP717406.1	P4	VP4	"OP717406.1 |Rotavirus A strain RVA/Human-wt/MWI/BID257/2013/G2P4 segment 4, complete sequence"		
OP717438.1	P4	VP4	"OP717438.1 |Rotavirus A strain RVA/Human-wt/MWI/BID25P/2014/G2P4 segment 4, complete sequence"		
OP717439.1	P4	VP4	"OP717439.1 |Rotavirus A strain RVA/Human-wt/MWI/BID25S/2014/G2P4 segment 4, complete sequence"		
OP717444.1	P4	VP4	"OP717444.1 |Rotavirus A strain RVA/Human-wt/MWI/BID25Y/2014/G2P4 segment 4, complete sequence"		
OP717407.1	P4	VP4	"OP717407.1 |Rotavirus A strain RVA/Human-wt/MWI/BID27S/2013/G2P4 segment 4, complete sequence"		
OP717421.1	P4	VP4	"OP717421.1 |Rotavirus A strain RVA/Human-wt/MWI/BID283/2013/G2P4 segment 4, complete sequence"		
OP717408.1	P4	VP4	"OP717408.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2AB/2013/G2P4 segment 4, complete sequence"		
OP717409.1	P4	VP4	"OP717409.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2B8/2013/G2P4 segment 4, complete sequence"		
OP717416.1	P4	VP4	"OP717416.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2B9/2013/G2P4 segment 4, complete sequence"		
OP717417.1	P4	VP4	"OP717417.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2BA/2013/G2P4 segment 4, complete sequence"		
OP717410.1	P4	VP4	"OP717410.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2BL/2013/G2P4 segment 4, complete sequence"		
OP717411.1	P4	VP4	"OP717411.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2D8/2013/G2P4 segment 4, complete sequence"		
OP717418.1	P4	VP4	"OP717418.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2DG/2013/G2P4 segment 4, complete sequence"		
OP717412.1	P4	VP4	"OP717412.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2FW/2013/G2P4 segment 4, complete sequence"		
OP717413.1	P4	VP4	"OP717413.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2IJ/2013/G2P4 segment 4, complete sequence"		
OP717440.1	P4	VP4	"OP717440.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2JW/2014/G2P4 segment 4, complete sequence"		
OP717427.1	P4	VP4	"OP717427.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2K6/2014/G2P4 segment 4, complete sequence"		
OP717441.1	P4	VP4	"OP717441.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2K9/2014/G2P4 segment 4, complete sequence"		
OP717428.1	P4	VP4	"OP717428.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2KQ/2014/G2P4 segment 4, complete sequence"		
OP717429.1	P4	VP4	"OP717429.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2LB/2014/G2P4 segment 4, complete sequence"		
OP717430.1	P4	VP4	"OP717430.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2ML/2014/G2P4 segment 4, complete sequence"		
OP717431.1	P4	VP4	"OP717431.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2NL/2014/G2P4 segment 4, complete sequence"		
OP717442.1	P4	VP4	"OP717442.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2NZ/2014/G2P4 segment 4, complete sequence"		
OP717414.1	P4	VP4	"OP717414.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2PE/2013/G2P4 segment 4, complete sequence"		
OP717419.1	P4	VP4	"OP717419.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2PF/2013/G2P4 segment 4, complete sequence"		
OP717432.1	P4	VP4	"OP717432.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2Q5/2014/G2P4 segment 4, complete sequence"		
OP717433.1	P4	VP4	"OP717433.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2QF/2014/G2P4 segment 4, complete sequence"		
OP717434.1	P4	VP4	"OP717434.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2QQ/2014/G2P4 segment 4, complete sequence"		
OP717435.1	P4	VP4	"OP717435.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2QX/2014/G2P4 segment 4, complete sequence"		
OP717436.1	P4	VP4	"OP717436.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2R1/2014/G2P4 segment 4, complete sequence"		
OP717437.1	P4	VP4	"OP717437.1 |Rotavirus A strain RVA/Human-wt/MWI/BID2VF/2014/G2P4 segment 4, complete sequence"		
OP717445.1	P4	VP4	"OP717445.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY14X/2015/G2P4 segment 4, complete sequence"		
OP717450.1	P4	VP4	"OP717450.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY167/2015/G2P4 segment 4, complete sequence"		
OP717446.1	P4	VP4	"OP717446.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY16A/2015/G2P4 segment 4, complete sequence"		
OP717447.1	P4	VP4	"OP717447.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY177/2015/G2P4 segment 4, complete sequence"		
OP717451.1	P4	VP4	"OP717451.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY179/2015/G2P4 segment 4, complete sequence"		
OP717452.1	P4	VP4	"OP717452.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY17I/2015/G2P4 segment 4, complete sequence"		
OP717448.1	P4	VP4	"OP717448.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY184/2015/G2P4 segment 4, complete sequence"		
OP717455.1	P4	VP4	"OP717455.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1CV/2015/G2P4 segment 4, complete sequence"		
OP717453.1	P4	VP4	"OP717453.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1DG/2015/G2P4 segment 4, complete sequence"		
OP717449.1	P4	VP4	"OP717449.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1DP/2015/G2P4 segment 4, complete sequence"		
OP717456.1	P4	VP4	"OP717456.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1FD/2016/G2P4 segment 4, complete sequence"		
OP717457.1	P4	VP4	"OP717457.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1GK/2016/G2P4 segment 4, complete sequence"		
OP717458.1	P4	VP4	"OP717458.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1H3/2016/G2P4 segment 4, complete sequence"		
OP717459.1	P4	VP4	"OP717459.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1HR/2016/G2P4 segment 4, complete sequence"		
OP717460.1	P4	VP4	"OP717460.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1HT/2016/G2P4 segment 4, complete sequence"		
OP717454.1	P4	VP4	"OP717454.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1IJ/2015/G2P4 segment 4, complete sequence"		
OP717461.1	P4	VP4	"OP717461.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1K4/2016/G2P4 segment 4, complete sequence"		
OP717462.1	P4	VP4	"OP717462.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1K6/2016/G2P4 segment 4, complete sequence"		
OP717463.1	P4	VP4	"OP717463.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1LD/2016/G2P4 segment 4, complete sequence"		
OP717464.1	P4	VP4	"OP717464.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1LN/2016/G2P4 segment 4, complete sequence"		
OP717465.1	P4	VP4	"OP717465.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1LQ/2016/G2P4 segment 4, complete sequence"		
OP717466.1	P4	VP4	"OP717466.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1MB/2016/G2P4 segment 4, complete sequence"		
OP717467.1	P4	VP4	"OP717467.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1NG/2016/G2P4 segment 4, complete sequence"		
OP717468.1	P4	VP4	"OP717468.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1NY/2016/G2P4 segment 4, complete sequence"		
OP717469.1	P4	VP4	"OP717469.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1QZ/2016/G2P4 segment 4, complete sequence"		
OP717470.1	P4	VP4	"OP717470.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1RS/2016/G2P4 segment 4, complete sequence"		
OP717471.1	P4	VP4	"OP717471.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1SV/2017/G2P4 segment 4, complete sequence"		
OP717472.1	P4	VP4	"OP717472.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1SX/2017/G2P4 segment 4, complete sequence"		
OP717473.1	P4	VP4	"OP717473.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1TC/2017/G2P4 segment 4, complete sequence"		
OP717474.1	P4	VP4	"OP717474.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1VC/2017/G2P4 segment 4, complete sequence"		
OP717475.1	P4	VP4	"OP717475.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1VP/2017/G2P4 segment 4, complete sequence"		
OP717476.1	P4	VP4	"OP717476.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1WV/2017/G2P4 segment 4, complete sequence"		
OP717477.1	P4	VP4	"OP717477.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1YD/2017/G2P4 segment 4, complete sequence"		
OP717478.1	P4	VP4	"OP717478.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1YN/2017/G2P4 segment 4, complete sequence"		
OP717479.1	P4	VP4	"OP717479.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY1Z4/2017/G2P4 segment 4, complete sequence"		
OP717480.1	P4	VP4	"OP717480.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY202/2017/G2P4 segment 4, complete sequence"		
OP717481.1	P4	VP4	"OP717481.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY217/2017/G2P4 segment 4, complete sequence"		
OP717482.1	P4	VP4	"OP717482.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY220/2017/G2P4 segment 4, complete sequence"		
OP717483.1	P4	VP4	"OP717483.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY231/2017/G2P4 segment 4, complete sequence"		
OP717484.1	P4	VP4	"OP717484.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY23A/2017/G2P4 segment 4, complete sequence"		
OP717485.1	P4	VP4	"OP717485.1 |Rotavirus A strain RVA/Human-wt/MWI/BTY27R/2018/G2P4 segment 4, complete sequence"		
KU714447.1	P8	VP4	"KU714447.1 |Rotavirus A strain RVA/Human-wt/MWI/MW2-181_A/2000/G1P8 segment 4, complete sequence"		
KU714458.1	P8	VP4	"KU714458.1 |Rotavirus A strain RVA/Human-wt/MWI/MW2-181_B/2000/G1P8 segment 4, complete sequence"		
OP717386.1	P4	VP4	"OP717386.1 |Rotavirus A strain RVA/Human-wt/MWI/MW5-039/2008/G2P4 segment 4, complete sequence"		
OP717387.1	P4	VP4	"OP717387.1 |Rotavirus A strain RVA/Human-wt/MWI/MW5-048/2008/G2P4 segment 4, complete sequence"		
OP717388.1	P4	VP4	"OP717388.1 |Rotavirus A strain RVA/Human-wt/MWI/MW5-064/2008/G2P4 segment 4, complete sequence"		
OP717389.1	P4	VP4	"OP717389.1 |Rotavirus A strain RVA/Human-wt/MWI/OP5-009/2008/G2P4 segment 4, complete sequence"		
OP717390.1	P4	VP4	"OP717390.1 |Rotavirus A strain RVA/Human-wt/MWI/OP5-275/2009/G2P4 segment 4, complete sequence"		
KX632312.1	P8	VP4	"KX632312.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-093/2012/G9P8 segment 4, complete sequence"		
KX632334.1	P6	VP4	"KX632334.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-104/2012/G3P6 segment 4, complete sequence"		
KX632301.1	P8	VP4	"KX632301.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-12-147/2012/G9P8 segment 4, complete sequence"		
KX632345.1	P8	VP4	"KX632345.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-157/2013/G1P8 segment 4, complete sequence"		
KX632290.1	P8	VP4	"KX632290.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-163/2013/G9P8 segment 4, complete sequence"		
KX632279.1	P6	VP4	"KX632279.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-166/2013/G3P6 segment 4, complete sequence"		
KX632268.1	P6	VP4	"KX632268.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-183/2013/G12P6 segment 4, complete sequence"		
KX632323.1	P8	VP4	"KX632323.1 |Rotavirus A strain RVA/Human-wt/UGA/MUL-13-285/2013/G9P8 segment 4, complete sequence"		
KX632246.1	P8	VP4	"KX632246.1 |Rotavirus A strain RVA/Human-wt/UGA/NSA-13-043/2013/G9P8 segment 4, complete sequence"		
JN013994.1	P8	VP4	"JN013994.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P8 isolate 2371WCVP4A segment 4, complete sequence"		
JN013995.1	P8	VP4	"JN013995.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P8 isolate 2371WCVP4B segment 4, complete sequence"		
JN013996.1	P8	VP4	"JN013996.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P8 isolate 2371WCVP4C subpopulation 1 segment 4, complete sequence"		
JN013997.1	P8	VP4	"JN013997.1 |Rotavirus A strain RVA/Human-wt/ZAF/2371WC/2008/G9P8 isolate 2371WCVP4C subpopulation 2 segment 4, complete sequence"		
HQ657152.1	P4	VP4	"HQ657152.1 |Rotavirus A strain RVA/Human-wt/ZAF/3133WC/2009/G12P4 segment 4, complete sequence"		
HQ657163.1	P6	VP4	"HQ657163.1 |Rotavirus A strain RVA/Human-wt/ZAF/3176WC/2009/G12P6 segment 4, complete sequence"		
OP255981.1	P8	VP4	"OP255981.1 |Rotavirus A strain RVA_RIVM_R04-10/Hu/NL/2018_seg4_gt-P8 segment 4, complete sequence"		
ON988156.1	P58	VP4	"ON988156.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS11-0893/2010/G42P[58] segment VP4, complete sequence"		
MW752841.1	P52	VP4	"MW752841.1 |Rotavirus A isolate MN41364-2018-G37P-52 segment 4, complete sequence"		
MZ054767.1	P55	VP4	"MZ054767.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS14-269/2014/G39P[55] segment 4 segment VP4, complete sequence"		
LC638701.1	P57	VP4	"LC638701.1 |Rotavirus A RVA/MultimammateMouse-wt/ZMB/MpR12/2012/G41P[57] VP4 gene for outer capsid protein VP4, complete cds"		
LC634425.1	P56	VP4	"LC634425.1 |Rotavirus A RVA/JungleCrow-wt/JPN/JC-105/2019/G40P[56] VP4 gene for viral structural protein VP4, complete cds"		
MH285840.1	P51	VP4	"MH285840.1 |Bat rotavirus isolate BatRVA/KEN/BATp39/Rousettus aegyptiacus/2015 VP4 protein (VP4) gene, complete cds"		
KY905314.1	P49	VP4	"KY905314.1 |Rotavirus A strain RVA/Pig-wt/BGD/2014016006/G9P[49] segment VP4, complete sequence"		
KY971955.1	P50	VP4	"KY971955.1 |Rotavirus A isolate RVA/Alpaca-wt/PER/Alp11B/2010 segment VP4, complete sequence"		
KX814933.1	P48	VP4	"KX814933.1 |Rotavirus A isolate RVA/Bat-wt/CHN/GLRL1/2005/G33P[48] segment VP4, complete sequence"		
KU128895.1	P41	VP4	"KU128895.1 |Rotavirus A strain RVA/Human-wt/Bel/BEF06018/2014/G29P41 segment VP4, complete sequence"		
KX268757.1	P42	VP4	"KX268757.1 |Rotavirus A isolate Bat-wt/CMR/BatLi09/2014/G30P42_P42 segment VP4, complete sequence"		
KX268779.1	P43	VP4	"KX268779.1 |Rotavirus A isolate Bat-wt/CMR/BatLy03/2014/G25P43_P43 segment VP4, complete sequence"		
KX268790.1	P47	VP4	"KX268790.1 |Rotavirus A isolate Bat-wt/CMR/BatLy17/2014/G30P47_P47 segment VP4, complete sequence"		
KU243621.1	P46	VP4	"KU243621.1 |Rotavirus G28 strain RVA/Shrew/CHN/LW9/2013 VP4 gene, partial cds"		
KU243630.1	P45	VP4	"KU243630.1 |Rotavirus G3 strain RVA/Rat/CHN/RA116/2013 VP4 gene, partial cds"		
